# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -1823 3 4373 2081 13513878 3 ./84/disk/PFADI/PFADI.XLS
DUPTYPE_WITHIN_SAME_TREE -1823 3 4373 2081 13513953 3 ./86/disk/PFADI/PFADI.XLS
DUPTYPE_FIRST_OCCURRENCE 1804 3 4480 2081 13513402 3 ./34/disk/MAC/ANDI.BIN
DUPTYPE_WITHIN_SAME_TREE -1804 3 4480 2081 13513928 3 ./86/disk/MAC/ANDI.BIN
DUPTYPE_FIRST_OCCURRENCE 1803 3 4480 2081 13513401 3 ./34/disk/MAC/ANALYSTL.BIN
DUPTYPE_WITHIN_SAME_TREE -1803 3 4480 2081 13513927 3 ./86/disk/MAC/ANALYSTL.BIN
DUPTYPE_FIRST_OCCURRENCE 1333 3 4553 2081 13514867 3 ./171/disk/MUSIK/ALBAN.SAM
DUPTYPE_WITHIN_SAME_TREE -1333 3 4553 2081 13514868 3 ./171/disk/MUSIK/ALBIN.SAM
DUPTYPE_FIRST_OCCURRENCE 1708 3 4714 2081 13513320 3 ./30/disk/BMA/BACHFISC.SAM
DUPTYPE_WITHIN_SAME_TREE -1708 3 4714 2081 13513984 3 ./86/disk/BMA/BACHFISC.SAM
DUPTYPE_WITHIN_SAME_TREE -1708 3 4714 2081 13513458 3 ./34/disk/BMA/BACHFISC.SAM
DUPTYPE_WITHIN_SAME_TREE -1708 3 4714 2081 13513357 3 ./31/disk/BMA/BACHFISC.SAM
DUPTYPE_FIRST_OCCURRENCE 2217 4 4867 2081 13512981 3 ./14/disk/2001/Oktober/14.txt
DUPTYPE_WITHIN_SAME_TREE -2217 4 4867 2081 13513012 3 ./15/disk/2001/Oktober/14.txt
DUPTYPE_FIRST_OCCURRENCE 2225 4 4880 2081 13512973 3 ./14/disk/2001/September/30.txt
DUPTYPE_WITHIN_SAME_TREE -2225 4 4880 2081 13513811 3 ./68/disk/2001/September/30.txt
DUPTYPE_WITHIN_SAME_TREE -2225 4 4880 2081 13513004 3 ./15/disk/2001/September/30.txt
DUPTYPE_FIRST_OCCURRENCE 1799 3 5042 2081 13513414 3 ./34/disk/ELEKTRON/STECKER.MGX
DUPTYPE_WITHIN_SAME_TREE -1799 3 5042 2081 13513643 3 ./52/disk/ELEKTRON/STECKER.MGX
DUPTYPE_WITHIN_SAME_TREE -1799 3 5042 2081 13513940 3 ./86/disk/ELEKTRON/STECKER.MGX
DUPTYPE_FIRST_OCCURRENCE 1725 3 5072 2081 13513319 3 ./30/disk/BMA/Ü42.SAM
DUPTYPE_WITHIN_SAME_TREE -1725 3 5072 2081 13513356 3 ./31/disk/BMA/Ü42.SAM
DUPTYPE_WITHIN_SAME_TREE -1725 3 5072 2081 13513459 3 ./34/disk/BMA/Ü42.SAM
DUPTYPE_WITHIN_SAME_TREE -1725 3 5072 2081 13513985 3 ./86/disk/BMA/Ü42.SAM
DUPTYPE_FIRST_OCCURRENCE 1824 3 5079 2081 13513430 3 ./34/disk/PFADI/PFADI01.XLS
DUPTYPE_WITHIN_SAME_TREE -1824 3 5079 2081 13513956 3 ./86/disk/PFADI/PFADI01.XLS
DUPTYPE_FIRST_OCCURRENCE 1722 3 5137 2081 13513318 3 ./30/disk/BMA/RECHT1.SG
DUPTYPE_WITHIN_SAME_TREE -1722 3 5137 2081 13513355 3 ./31/disk/BMA/RECHT1.SG
DUPTYPE_FIRST_OCCURRENCE 1177 2 5436 2081 13514066 3 ./91/disk/WITZ2.SAM
DUPTYPE_WITHIN_SAME_TREE -1177 3 5436 2081 13515310 3 ./202/disk/SCHULE/WITZ2.SAM
DUPTYPE_FIRST_OCCURRENCE 1787 3 5532 2081 13513452 3 ./34/disk/BMA/ZUSFAS01.SAM
DUPTYPE_WITHIN_SAME_TREE -1787 3 5532 2081 13513978 3 ./86/disk/BMA/ZUSFAS01.SAM
DUPTYPE_FIRST_OCCURRENCE 2216 4 5650 2081 13512980 3 ./14/disk/2001/Oktober/13.txt
DUPTYPE_WITHIN_SAME_TREE -2216 4 5650 2081 13513011 3 ./15/disk/2001/Oktober/13.txt
DUPTYPE_FIRST_OCCURRENCE 2219 4 5903 2081 13512976 3 ./14/disk/2001/Oktober/16.txt
DUPTYPE_WITHIN_SAME_TREE -2219 4 5903 2081 13513007 3 ./15/disk/2001/Oktober/16.txt
DUPTYPE_FIRST_OCCURRENCE 1795 3 6214 2081 13513409 3 ./34/disk/ELEKTRON/LICHTUR2.DS4
DUPTYPE_WITHIN_SAME_TREE -1795 3 6214 2081 13513618 3 ./52/disk/ELEKTRON/LICHTUR2.DS4
DUPTYPE_WITHIN_SAME_TREE -1795 3 6214 2081 13513935 3 ./86/disk/ELEKTRON/LICHTUR2.DS4
DUPTYPE_FIRST_OCCURRENCE 1829 3 6338 2081 13513448 3 ./34/disk/PFADI/PFDI1095.XLS
DUPTYPE_WITHIN_SAME_TREE -1829 3 6338 2081 13513974 3 ./86/disk/PFADI/PFDI1095.XLS
DUPTYPE_FIRST_OCCURRENCE 1812 3 6564 2081 13513436 3 ./34/disk/PFADI/HIGH2.DRW
DUPTYPE_WITHIN_SAME_TREE -1812 3 6564 2081 13513887 3 ./84/disk/PFADI/HIGH2.DRW
DUPTYPE_WITHIN_SAME_TREE -1812 3 6564 2081 13513962 3 ./86/disk/PFADI/HIGH2.DRW
DUPTYPE_FIRST_OCCURRENCE 1768 3 6647 2081 13513470 3 ./34/disk/ADRESSEN/1_BEZ_F.XLS
DUPTYPE_WITHIN_SAME_TREE -1768 3 6647 2081 13513551 3 ./50/disk/SCHULE/1_BEZ_F.XLS
DUPTYPE_WITHIN_SAME_TREE -1768 3 6647 2081 13513996 3 ./86/disk/ADRESSEN/1_BEZ_F.XLS
DUPTYPE_FIRST_OCCURRENCE 1825 3 6686 2081 13513425 3 ./34/disk/PFADI/PFADI2.XLS
DUPTYPE_WITHIN_SAME_TREE -1825 3 6686 2081 13513951 3 ./86/disk/PFADI/PFADI2.XLS
DUPTYPE_WITHIN_SAME_TREE -1825 3 6686 2081 13513876 3 ./84/disk/PFADI/PFADI2.XLS
DUPTYPE_FIRST_OCCURRENCE 1792 3 6751 2081 13513417 3 ./34/disk/ELEKTRON/CREATIV3.SAM
DUPTYPE_WITHIN_SAME_TREE -1792 3 6751 2081 13513651 3 ./52/disk/ELEKTRON/CREATIV3.SAM
DUPTYPE_WITHIN_SAME_TREE -1792 3 6751 2081 13513943 3 ./86/disk/ELEKTRON/CREATIV3.SAM
DUPTYPE_FIRST_OCCURRENCE 1914 3 6820 2081 13513629 3 ./52/disk/ELEKTRON/PRINT.DRW
DUPTYPE_WITHIN_SAME_TREE -1914 3 6820 2081 13513630 3 ./52/disk/ELEKTRON/PRINT2.BAK
DUPTYPE_FIRST_OCCURRENCE 944 2 6855 2081 13512700 3 ./3/disk/FINDRAMD.EXE
DUPTYPE_WITHIN_SAME_TREE -944 3 6855 2081 13513212 3 ./20/disk/DOS/FINDRAMD.EXE
DUPTYPE_FIRST_OCCURRENCE 1631 3 7776 2081 13515524 3 ./214/disk/ZIP/NSIM3.ZIP
DUPTYPE_WITHIN_SAME_TREE -1631 3 7776 2081 13515574 3 ./215/disk/ZIP/NSIM3.ZIP
DUPTYPE_FIRST_OCCURRENCE 1809 3 7876 2081 13513428 3 ./34/disk/PFADI/2PFADI5.XLS
DUPTYPE_WITHIN_SAME_TREE -1809 3 7876 2081 13513879 3 ./84/disk/PFADI/2PFADI5.XLS
DUPTYPE_WITHIN_SAME_TREE -1809 3 7876 2081 13513954 3 ./86/disk/PFADI/2PFADI5.XLS
DUPTYPE_FIRST_OCCURRENCE 1619 3 7920 2081 13515512 3 ./214/disk/ZIP/BILLY40.ZIP
DUPTYPE_WITHIN_SAME_TREE -1619 3 7920 2081 13515562 3 ./215/disk/ZIP/BILLY40.ZIP
DUPTYPE_FIRST_OCCURRENCE 1771 3 8118 2081 13513473 3 ./34/disk/ADRESSEN/2_BEZ_F.XLS
DUPTYPE_WITHIN_SAME_TREE -1771 3 8118 2081 13513556 3 ./50/disk/SCHULE/2_BEZ_F.XLS
DUPTYPE_WITHIN_SAME_TREE -1771 3 8118 2081 13513999 3 ./86/disk/ADRESSEN/2_BEZ_F.XLS
DUPTYPE_FIRST_OCCURRENCE 1420 3 8192 2081 13514847 3 ./202/disk/SCHULE/JYGGYSMU.BIN
DUPTYPE_WITHIN_SAME_TREE -1420 3 8192 2081 13513933 3 ./86/disk/MAC/JYGGYSMU.BIN
DUPTYPE_WITHIN_SAME_TREE -1420 3 8192 2081 13513407 3 ./34/disk/MAC/JYGGYSMU.BIN
DUPTYPE_FIRST_OCCURRENCE 1826 3 8521 2081 13513443 3 ./34/disk/PFADI/PFADI4.PCX
DUPTYPE_WITHIN_SAME_TREE -1826 3 8521 2081 13513894 3 ./84/disk/PFADI/PFADI4.PCX
DUPTYPE_WITHIN_SAME_TREE -1826 3 8521 2081 13513969 3 ./86/disk/PFADI/PFADI4.PCX
DUPTYPE_FIRST_OCCURRENCE 571 2 8627 2081 13515026 3 ./182/disk/READMEW.TXT
DUPTYPE_WITHIN_SAME_TREE -571 2 8627 2081 13515031 3 ./183/disk/READMEW.TXT
DUPTYPE_FIRST_OCCURRENCE 1627 3 8667 2081 13515520 3 ./214/disk/ZIP/HPASM_GX.ZIP
DUPTYPE_WITHIN_SAME_TREE -1627 3 8667 2081 13515570 3 ./215/disk/ZIP/HPASM_GX.ZIP
DUPTYPE_FIRST_OCCURRENCE 1769 3 8690 2081 13513471 3 ./34/disk/ADRESSEN/1_BEZ_F1.XLS
DUPTYPE_WITHIN_SAME_TREE -1769 3 8690 2081 13513552 3 ./50/disk/SCHULE/1_BEZ_F1.XLS
DUPTYPE_WITHIN_SAME_TREE -1769 3 8690 2081 13513997 3 ./86/disk/ADRESSEN/1_BEZ_F1.XLS
DUPTYPE_FIRST_OCCURRENCE 1770 3 9048 2081 13513472 3 ./34/disk/ADRESSEN/1_BEZ_F2.XLS
DUPTYPE_WITHIN_SAME_TREE -1770 3 9048 2081 13513555 3 ./50/disk/SCHULE/1_BEZ_F2.XLS
DUPTYPE_WITHIN_SAME_TREE -1770 3 9048 2081 13513998 3 ./86/disk/ADRESSEN/1_BEZ_F2.XLS
DUPTYPE_FIRST_OCCURRENCE 1175 2 9102 2081 13514061 3 ./91/disk/VTRAG.SAM
DUPTYPE_WITHIN_SAME_TREE -1175 3 9102 2081 13515307 3 ./202/disk/SCHULE/VTRAG.SAM
DUPTYPE_FIRST_OCCURRENCE 786 2 9170 2081 13515630 3 ./217/disk/SYS$ERR.DAT
DUPTYPE_WITHIN_SAME_TREE -786 2 9170 2081 13514018 3 ./89/disk/TEXTUTIL.IDX
DUPTYPE_FIRST_OCCURRENCE 1618 3 9287 2081 13515511 3 ./214/disk/ZIP/BILLY25.ZIP
DUPTYPE_WITHIN_SAME_TREE -1618 3 9287 2081 13515561 3 ./215/disk/ZIP/BILLY25.ZIP
DUPTYPE_FIRST_OCCURRENCE 1622 3 9306 2081 13515515 3 ./214/disk/ZIP/DB11.ZIP
DUPTYPE_WITHIN_SAME_TREE -1622 3 9306 2081 13515565 3 ./215/disk/ZIP/DB11.ZIP
DUPTYPE_FIRST_OCCURRENCE 1178 2 9412 2081 13514067 3 ./91/disk/WUERFEL2.DRW
DUPTYPE_WITHIN_SAME_TREE -1178 3 9412 2081 13515311 3 ./202/disk/SCHULE/WUERFEL2.DRW
DUPTYPE_FIRST_OCCURRENCE 1132 2 9513 2081 13510616 3 ./8/disk/README.EXE
DUPTYPE_WITHIN_SAME_TREE -1132 2 9513 2081 13512565 3 ./9/disk/README.EXE
DUPTYPE_FIRST_OCCURRENCE 1774 3 9570 2081 13513464 3 ./34/disk/ADRESSEN/BEZ_3F.XLS
DUPTYPE_WITHIN_SAME_TREE -1774 3 9570 2081 13513990 3 ./86/disk/ADRESSEN/BEZ_3F.XLS
DUPTYPE_WITHIN_SAME_TREE -1774 3 9570 2081 13513609 3 ./52/disk/ADRESSEN/BEZ_3F.XLS
DUPTYPE_FIRST_OCCURRENCE 1642 3 9778 2081 13515535 3 ./214/disk/ZIP/SURF.ZIP
DUPTYPE_WITHIN_SAME_TREE -1642 3 9778 2081 13515585 3 ./215/disk/ZIP/SURF.ZIP
DUPTYPE_FIRST_OCCURRENCE 1828 3 9780 2081 13513429 3 ./34/disk/PFADI/PFADI6.XLS
DUPTYPE_WITHIN_SAME_TREE -1828 3 9780 2081 13513955 3 ./86/disk/PFADI/PFADI6.XLS
DUPTYPE_FIRST_OCCURRENCE 1772 3 9879 2081 13513474 3 ./34/disk/ADRESSEN/2_BEZ_F2.XLS
DUPTYPE_WITHIN_SAME_TREE -1772 3 9879 2081 13513557 3 ./50/disk/SCHULE/2_BEZ_F2.XLS
DUPTYPE_WITHIN_SAME_TREE -1772 3 9879 2081 13514000 3 ./86/disk/ADRESSEN/2_BEZ_F2.XLS
DUPTYPE_FIRST_OCCURRENCE 1706 3 10240 2081 13513324 3 ./30/disk/BMA/AARAUE~1.DOC
DUPTYPE_WITHIN_SAME_TREE -1706 3 10240 2081 13513360 3 ./31/disk/BMA/AARAUE~1.DOC
DUPTYPE_WITHIN_SAME_TREE -1706 3 10240 2081 13513981 3 ./86/disk/BMA/AARAUE~1.DOC
DUPTYPE_WITHIN_SAME_TREE -1706 3 10240 2081 13513455 3 ./34/disk/BMA/AARAUE~1.DOC
DUPTYPE_FIRST_OCCURRENCE 1776 3 10337 2081 13513466 3 ./34/disk/ADRESSEN/BEZ_3F3.XLS
DUPTYPE_WITHIN_SAME_TREE -1776 3 10337 2081 13513992 3 ./86/disk/ADRESSEN/BEZ_3F3.XLS
DUPTYPE_FIRST_OCCURRENCE 1775 3 10573 2081 13513465 3 ./34/disk/ADRESSEN/BEZ_3F2.XLS
DUPTYPE_WITHIN_SAME_TREE -1775 3 10573 2081 13513991 3 ./86/disk/ADRESSEN/BEZ_3F2.XLS
DUPTYPE_WITHIN_SAME_TREE -1775 3 10573 2081 13513610 3 ./52/disk/ADRESSEN/BEZ_3F2.XLS
DUPTYPE_FIRST_OCCURRENCE 338 2 11192 2081 13514806 3 ./158/disk/SCANUNDO.DAT
DUPTYPE_WITHIN_SAME_TREE -338 2 11192 2081 13514249 3 ./159/disk/SCANUNDO.DAT
DUPTYPE_FIRST_OCCURRENCE 1621 3 11390 2081 13515514 3 ./214/disk/ZIP/BOSS100.ZIP
DUPTYPE_WITHIN_SAME_TREE -1621 3 11390 2081 13515564 3 ./215/disk/ZIP/BOSS100.ZIP
DUPTYPE_FIRST_OCCURRENCE 1830 3 11776 2081 13513447 3 ./34/disk/PFADI/STAMM.XLS
DUPTYPE_WITHIN_SAME_TREE -1830 3 11776 2081 13513973 3 ./86/disk/PFADI/STAMM.XLS
DUPTYPE_FIRST_OCCURRENCE 1606 3 12562 2081 13515502 3 ./214/disk/LEMMINGS/LEMMINGS.LIB
DUPTYPE_WITHIN_SAME_TREE -1606 3 12562 2081 13515552 3 ./215/disk/LEMMINGS/LEMMINGS.LIB
DUPTYPE_FIRST_OCCURRENCE 1630 3 12611 2081 13515523 3 ./214/disk/ZIP/NOTECARD.ZIP
DUPTYPE_WITHIN_SAME_TREE -1630 3 12611 2081 13515573 3 ./215/disk/ZIP/NOTECARD.ZIP
DUPTYPE_FIRST_OCCURRENCE 1640 3 12775 2081 13515533 3 ./214/disk/ZIP/SOUNDFX.ZIP
DUPTYPE_WITHIN_SAME_TREE -1640 3 12775 2081 13515583 3 ./215/disk/ZIP/SOUNDFX.ZIP
DUPTYPE_FIRST_OCCURRENCE 1626 3 12968 2081 13515519 3 ./214/disk/ZIP/GXTIPS.ZIP
DUPTYPE_WITHIN_SAME_TREE -1626 3 12968 2081 13515569 3 ./215/disk/ZIP/GXTIPS.ZIP
DUPTYPE_FIRST_OCCURRENCE 1641 3 13084 2081 13515534 3 ./214/disk/ZIP/STTICHP.ZIP
DUPTYPE_WITHIN_SAME_TREE -1641 3 13084 2081 13515584 3 ./215/disk/ZIP/STTICHP.ZIP
DUPTYPE_FIRST_OCCURRENCE 1628 3 13834 2081 13515521 3 ./214/disk/ZIP/LIST48GX.ZIP
DUPTYPE_WITHIN_SAME_TREE -1628 3 13834 2081 13515571 3 ./215/disk/ZIP/LIST48GX.ZIP
DUPTYPE_FIRST_OCCURRENCE 1730 3 13878 2081 13513346 3 ./30/disk/BS/ECCODE.TXT
DUPTYPE_WITHIN_SAME_TREE -1730 3 13878 2081 13513381 3 ./31/disk/BS/ECCODE.TXT
DUPTYPE_FIRST_OCCURRENCE 1644 3 14593 2081 13515537 3 ./214/disk/ZIP/SYSINFRM.ZIP
DUPTYPE_WITHIN_SAME_TREE -1644 3 14593 2081 13515587 3 ./215/disk/ZIP/SYSINFRM.ZIP
DUPTYPE_FIRST_OCCURRENCE 1793 3 14848 2081 13513418 3 ./34/disk/ELEKTRON/FPU.XLS
DUPTYPE_WITHIN_SAME_TREE -1793 3 14848 2081 13513944 3 ./86/disk/ELEKTRON/FPU.XLS
DUPTYPE_WITHIN_SAME_TREE -1793 3 14848 2081 13513648 3 ./52/disk/ELEKTRON/FPU.XLS
DUPTYPE_FIRST_OCCURRENCE 1727 3 15360 2081 13513340 3 ./30/disk/BS/CLOCK.XLS
DUPTYPE_WITHIN_SAME_TREE -1727 3 15360 2081 13513377 3 ./31/disk/BS/CLOCK.XLS
DUPTYPE_FIRST_OCCURRENCE 1714 3 15360 2081 13513322 3 ./30/disk/BMA/LMETIERS.XLS
DUPTYPE_WITHIN_SAME_TREE -1714 3 15360 2081 13513358 3 ./31/disk/BMA/LMETIERS.XLS
DUPTYPE_WITHIN_SAME_TREE -1714 3 15360 2081 13513982 3 ./86/disk/BMA/LMETIERS.XLS
DUPTYPE_WITHIN_SAME_TREE -1714 3 15360 2081 13513456 3 ./34/disk/BMA/LMETIERS.XLS
DUPTYPE_FIRST_OCCURRENCE 1777 3 15360 2081 13513467 3 ./34/disk/ADRESSEN/BEZ_4F.XLS
DUPTYPE_WITHIN_SAME_TREE -1777 3 15360 2081 13513993 3 ./86/disk/ADRESSEN/BEZ_4F.XLS
DUPTYPE_FIRST_OCCURRENCE 1629 3 15425 2081 13515522 3 ./214/disk/ZIP/MZIK.ZIP
DUPTYPE_WITHIN_SAME_TREE -1629 3 15425 2081 13515572 3 ./215/disk/ZIP/MZIK.ZIP
DUPTYPE_FIRST_OCCURRENCE 1116 2 15460 2081 13513783 3 ./63/disk/ATTRIB.EXE
DUPTYPE_WITHIN_SAME_TREE -1116 2 15460 2081 13514105 3 ./94/disk/ATTRIB.EXE
DUPTYPE_FIRST_OCCURRENCE 1818 3 15476 2081 13513431 3 ./34/disk/PFADI/MORSEN.BAK
DUPTYPE_WITHIN_SAME_TREE -1818 3 15476 2081 13513957 3 ./86/disk/PFADI/MORSEN.BAK
DUPTYPE_WITHIN_SAME_TREE -1818 3 15476 2081 13513882 3 ./84/disk/PFADI/MORSEN.BAK
DUPTYPE_FIRST_OCCURRENCE 1617 3 15527 2081 13515510 3 ./214/disk/ZIP/ARTKGX09.ZIP
DUPTYPE_WITHIN_SAME_TREE -1617 3 15527 2081 13515560 3 ./215/disk/ZIP/ARTKGX09.ZIP
DUPTYPE_FIRST_OCCURRENCE 1645 3 16173 2081 13515538 3 ./214/disk/ZIP/YAZZY33.ZIP
DUPTYPE_WITHIN_SAME_TREE -1645 3 16173 2081 13515588 3 ./215/disk/ZIP/YAZZY33.ZIP
DUPTYPE_FIRST_OCCURRENCE 1637 3 16203 2081 13515530 3 ./214/disk/ZIP/ROMDUMP.ZIP
DUPTYPE_WITHIN_SAME_TREE -1637 3 16203 2081 13515580 3 ./215/disk/ZIP/ROMDUMP.ZIP
DUPTYPE_FIRST_OCCURRENCE 1737 3 16384 2081 13513338 3 ./30/disk/BS/STUPLA.XLS
DUPTYPE_WITHIN_SAME_TREE -1737 3 16384 2081 13513987 3 ./86/disk/BS/STUPLA.XLS
DUPTYPE_WITHIN_SAME_TREE -1737 3 16384 2081 13513461 3 ./34/disk/BS/STUPLA.XLS
DUPTYPE_WITHIN_SAME_TREE -1737 3 16384 2081 13513375 3 ./31/disk/BS/STUPLA.XLS
DUPTYPE_FIRST_OCCURRENCE 1721 3 16384 2081 13513333 3 ./30/disk/BMA/RECHT01.XLS
DUPTYPE_WITHIN_SAME_TREE -1721 3 16384 2081 13513370 3 ./31/disk/BMA/RECHT01.XLS
DUPTYPE_FIRST_OCCURRENCE 958 2 16428 2081 13513386 3 ./32/disk/10OCLO~1.WRK
DUPTYPE_WITHIN_SAME_TREE -958 2 16428 2081 13513763 3 ./59/disk/10OCLO~1.WRK
DUPTYPE_FIRST_OCCURRENCE 1819 3 16666 2081 13513432 3 ./34/disk/PFADI/MORSEN.DS4
DUPTYPE_WITHIN_SAME_TREE -1819 3 16666 2081 13513958 3 ./86/disk/PFADI/MORSEN.DS4
DUPTYPE_WITHIN_SAME_TREE -1819 3 16666 2081 13513883 3 ./84/disk/PFADI/MORSEN.DS4
DUPTYPE_FIRST_OCCURRENCE 1615 3 16799 2081 13515495 3 ./214/disk/ROBORUN/ROBORUNS.48
DUPTYPE_WITHIN_SAME_TREE -1615 3 16799 2081 13515545 3 ./215/disk/ROBORUN/ROBORUNS.48
DUPTYPE_FIRST_OCCURRENCE 1833 3 16896 2081 13513445 3 ./34/disk/PFADI/TIP_BUDG.XLS
DUPTYPE_WITHIN_SAME_TREE -1833 3 16896 2081 13513971 3 ./86/disk/PFADI/TIP_BUDG.XLS
DUPTYPE_FIRST_OCCURRENCE 1635 3 17068 2081 13515528 3 ./214/disk/ZIP/PHONEY.ZIP
DUPTYPE_WITHIN_SAME_TREE -1635 3 17068 2081 13515578 3 ./215/disk/ZIP/PHONEY.ZIP
DUPTYPE_FIRST_OCCURRENCE 1831 3 17408 2081 13513446 3 ./34/disk/PFADI/TIPKUR2.XLS
DUPTYPE_WITHIN_SAME_TREE -1831 3 17408 2081 13513972 3 ./86/disk/PFADI/TIPKUR2.XLS
DUPTYPE_FIRST_OCCURRENCE 1832 3 17408 2081 13513422 3 ./34/disk/PFADI/TIPKURS.XLS
DUPTYPE_WITHIN_SAME_TREE -1832 3 17408 2081 13513948 3 ./86/disk/PFADI/TIPKURS.XLS
DUPTYPE_FIRST_OCCURRENCE 1723 3 17920 2081 13513330 3 ./30/disk/BMA/RECHTE01.XLS
DUPTYPE_WITHIN_SAME_TREE -1723 3 17920 2081 13513366 3 ./31/disk/BMA/RECHTE01.XLS
DUPTYPE_FIRST_OCCURRENCE 1643 3 18223 2081 13515536 3 ./214/disk/ZIP/SW41GX.ZIP
DUPTYPE_WITHIN_SAME_TREE -1643 3 18223 2081 13515586 3 ./215/disk/ZIP/SW41GX.ZIP
DUPTYPE_FIRST_OCCURRENCE 1713 3 18432 2081 13513335 3 ./30/disk/BMA/KASSABCH.XLS
DUPTYPE_WITHIN_SAME_TREE -1713 3 18432 2081 13513372 3 ./31/disk/BMA/KASSABCH.XLS
DUPTYPE_FIRST_OCCURRENCE 85 2 18647 2081 13514330 3 ./107/disk/MH32BIT.386
DUPTYPE_WITHIN_SAME_TREE -85 2 18647 2081 13515350 3 ./206/disk/MH32BIT.386
DUPTYPE_FIRST_OCCURRENCE 1616 3 18993 2081 13515509 3 ./214/disk/ZIP/48GX_NEW.ZIP
DUPTYPE_WITHIN_SAME_TREE -1616 3 18993 2081 13515559 3 ./215/disk/ZIP/48GX_NEW.ZIP
DUPTYPE_FIRST_OCCURRENCE 1620 3 19040 2081 13515513 3 ./214/disk/ZIP/BKUP301.ZIP
DUPTYPE_WITHIN_SAME_TREE -1620 3 19040 2081 13515563 3 ./215/disk/ZIP/BKUP301.ZIP
DUPTYPE_FIRST_OCCURRENCE 1731 3 19456 2081 13513349 3 ./30/disk/BS/ECCODE.XLS
DUPTYPE_WITHIN_SAME_TREE -1731 3 19456 2081 13513383 3 ./31/disk/BS/ECCODE.XLS
DUPTYPE_FIRST_OCCURRENCE 361 2 20023 2081 13513073 3 ./16/disk/KEYB.COM
DUPTYPE_WITHIN_SAME_TREE -361 2 20023 2081 13512713 3 ./3/disk/KEYB.COM
DUPTYPE_FIRST_OCCURRENCE 1633 3 20273 2081 13515526 3 ./214/disk/ZIP/PCT555.ZIP
DUPTYPE_WITHIN_SAME_TREE -1633 3 20273 2081 13515576 3 ./215/disk/ZIP/PCT555.ZIP
DUPTYPE_FIRST_OCCURRENCE 1639 3 20978 2081 13515532 3 ./214/disk/ZIP/SHAPES.ZIP
DUPTYPE_WITHIN_SAME_TREE -1639 3 20978 2081 13515582 3 ./215/disk/ZIP/SHAPES.ZIP
DUPTYPE_FIRST_OCCURRENCE 1783 3 20992 2081 13513457 3 ./34/disk/BMA/ENGLISH.XLS
DUPTYPE_WITHIN_SAME_TREE -1783 3 20992 2081 13513983 3 ./86/disk/BMA/ENGLISH.XLS
DUPTYPE_FIRST_OCCURRENCE 1778 3 20992 2081 13513468 3 ./34/disk/ADRESSEN/BEZ_4F2.XLS
DUPTYPE_WITHIN_SAME_TREE -1778 3 20992 2081 13513994 3 ./86/disk/ADRESSEN/BEZ_4F2.XLS
DUPTYPE_FIRST_OCCURRENCE 1712 3 21504 2081 13513317 3 ./30/disk/BMA/FRANCAIS.XLS
DUPTYPE_WITHIN_SAME_TREE -1712 3 21504 2081 13513354 3 ./31/disk/BMA/FRANCAIS.XLS
DUPTYPE_WITHIN_SAME_TREE -1712 3 21504 2081 13513979 3 ./86/disk/BMA/FRANCAIS.XLS
DUPTYPE_WITHIN_SAME_TREE -1712 3 21504 2081 13513453 3 ./34/disk/BMA/FRANCAIS.XLS
DUPTYPE_FIRST_OCCURRENCE 1719 3 21687 2081 13513328 3 ./30/disk/BMA/RECHT01.SG
DUPTYPE_WITHIN_SAME_TREE -1719 3 21687 2081 13513364 3 ./31/disk/BMA/RECHT01.SG
DUPTYPE_FIRST_OCCURRENCE 1779 3 22528 2081 13513469 3 ./34/disk/ADRESSEN/BEZ_4F3.XLS
DUPTYPE_WITHIN_SAME_TREE -1779 3 22528 2081 13513995 3 ./86/disk/ADRESSEN/BEZ_4F3.XLS
DUPTYPE_FIRST_OCCURRENCE 1614 3 23018 2081 13515494 3 ./214/disk/ROBORUN/ROBORUN2.48
DUPTYPE_WITHIN_SAME_TREE -1614 3 23018 2081 13515544 3 ./215/disk/ROBORUN/ROBORUN2.48
DUPTYPE_FIRST_OCCURRENCE 1636 3 23348 2081 13515529 3 ./214/disk/ZIP/QED201.ZIP
DUPTYPE_WITHIN_SAME_TREE -1636 3 23348 2081 13515579 3 ./215/disk/ZIP/QED201.ZIP
DUPTYPE_FIRST_OCCURRENCE 1623 3 23369 2081 13515516 3 ./214/disk/ZIP/ENTRY.ZIP
DUPTYPE_WITHIN_SAME_TREE -1623 3 23369 2081 13515566 3 ./215/disk/ZIP/ENTRY.ZIP
DUPTYPE_FIRST_OCCURRENCE 1715 3 24576 2081 13513331 3 ./30/disk/BMA/ORZGB.XLS
DUPTYPE_WITHIN_SAME_TREE -1715 3 24576 2081 13513367 3 ./31/disk/BMA/ORZGB.XLS
DUPTYPE_FIRST_OCCURRENCE 1798 3 25044 2081 13513411 3 ./34/disk/ELEKTRON/PRINT3.DS4
DUPTYPE_WITHIN_SAME_TREE -1798 3 25044 2081 13513634 3 ./52/disk/ELEKTRON/PRINT3.DS4
DUPTYPE_WITHIN_SAME_TREE -1798 3 25044 2081 13513937 3 ./86/disk/ELEKTRON/PRINT3.DS4
DUPTYPE_FIRST_OCCURRENCE 1797 3 25150 2081 13513419 3 ./34/disk/ELEKTRON/MIDIKIT4.DS4
DUPTYPE_WITHIN_SAME_TREE -1797 3 25150 2081 13513945 3 ./86/disk/ELEKTRON/MIDIKIT4.DS4
